time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2023/12/29/17:12:31.494164,0,1703862751,493795338,world,2.2603323459625244,0.7023712396621704,0.8369159698486328,-0.5379260778427124,-0.6805811524391174,0.11653365939855576,-0.48359569907188416
2023/12/29/17:12:31.494232,0,1703862751,494034446,world,2.260331869125366,0.7023493647575378,0.8368960022926331,-0.5379852056503296,-0.6805650591850281,0.11565038561820984,-0.48376452922821045
2023/12/29/17:12:31.503820,0,1703862751,503642630,world,2.260308265686035,0.7023344039916992,0.8368479013442993,-0.538707435131073,-0.6804607510566711,0.11564916372299194,-0.48310741782188416
2023/12/29/17:12:31.503866,0,1703862751,503725590,world,2.2603261470794678,0.7023218274116516,0.8368674516677856,-0.5382179021835327,-0.6804766654968262,0.11491579562425613,-0.48380517959594727
2023/12/29/17:12:31.513793,0,1703862751,513631703,world,2.2603166103363037,0.7023204565048218,0.8368428945541382,-0.5386612415313721,-0.6804484128952026,0.11481325328350067,-0.48337557911872864
2023/12/29/17:12:31.513837,0,1703862751,513674140,world,2.2603211402893066,0.7022928595542908,0.8368237018585205,-0.5384753346443176,-0.6805223822593689,0.11446521431207657,-0.4835611879825592
2023/12/29/17:12:31.524447,0,1703862751,523970299,world,2.2603278160095215,0.7023062109947205,0.8368133306503296,-0.5385292768478394,-0.6806238293647766,0.114402174949646,-0.48337310552597046
2023/12/29/17:12:31.524570,0,1703862751,524115366,world,2.260329484939575,0.702276885509491,0.8367938995361328,-0.5387198328971863,-0.680658757686615,0.11412522941827774,-0.48317715525627136
2023/12/29/17:12:31.524664,0,1703862751,524222077,world,2.2603201866149902,0.7022697329521179,0.8368163704872131,-0.538565456867218,-0.6807315945625305,0.11451782286167145,-0.48315364122390747
2023/12/29/17:12:31.533771,0,1703862751,533529712,world,2.260303020477295,0.7022387385368347,0.8367741703987122,-0.5388777852058411,-0.6805686354637146,0.11414740979671478,-0.4831225872039795
2023/12/29/17:12:31.533878,0,1703862751,533564358,world,2.2603046894073486,0.7022339701652527,0.8367743492126465,-0.5388965010643005,-0.6806246042251587,0.11447641253471375,-0.482945054769516
2023/12/29/17:12:31.543706,0,1703862751,543499819,world,2.2603325843811035,0.7022687792778015,0.8368121981620789,-0.5385872721672058,-0.6806254982948303,0.11403532326221466,-0.4833928346633911
2023/12/29/17:12:31.543749,0,1703862751,543567094,world,2.2603371143341064,0.702250063419342,0.8368045091629028,-0.5386013984680176,-0.680630087852478,0.11418516933917999,-0.4833354353904724
2023/12/29/17:12:31.543783,0,1703862751,543656781,world,2.260310173034668,0.7022488713264465,0.8368178606033325,-0.5385271310806274,-0.6805941462516785,0.11491808295249939,-0.48329511284828186
2023/12/29/17:12:31.554124,0,1703862751,553671075,world,2.2603211402893066,0.7022356390953064,0.8367736339569092,-0.5386559367179871,-0.6805582642555237,0.11547940224409103,-0.48306798934936523
2023/12/29/17:12:31.554196,0,1703862751,553813627,world,2.2603371143341064,0.702267050743103,0.8368639349937439,-0.5380775928497314,-0.6807504892349243,0.11576178669929504,-0.48337408900260925
2023/12/29/17:12:31.563987,0,1703862751,563685658,world,2.260354518890381,0.7022807598114014,0.8369055390357971,-0.5376423001289368,-0.6807629466056824,0.11579042673110962,-0.4838339388370514
2023/12/29/17:12:31.564050,0,1703862751,563738888,world,2.260349988937378,0.7022871971130371,0.8369380235671997,-0.537392795085907,-0.6807065606117249,0.1171337142586708,-0.4838671088218689
2023/12/29/17:12:31.574066,0,1703862751,573583056,world,2.260359525680542,0.7023327946662903,0.8369961380958557,-0.5373014807701111,-0.6807878613471985,0.11703384667634964,-0.4838782846927643
2023/12/29/17:12:31.574175,0,1703862751,573642503,world,2.2603702545166016,0.7023667693138123,0.8370435237884521,-0.5369694232940674,-0.6807460784912109,0.11704844236373901,-0.48430192470550537
2023/12/29/17:12:31.574244,0,1703862751,573700501,world,2.2603399753570557,0.7023603320121765,0.8370414972305298,-0.5372008085250854,-0.6807100772857666,0.11768737435340881,-0.4839409589767456
2023/12/29/17:12:31.584085,0,1703862751,583675263,world,2.2603507041931152,0.7023898363113403,0.8370755910873413,-0.5369712114334106,-0.6806353330612183,0.1181102767586708,-0.4841976463794708
2023/12/29/17:12:31.584148,0,1703862751,583825726,world,2.2603819370269775,0.7024332880973816,0.8371073603630066,-0.5364892482757568,-0.6807382702827454,0.11813291907310486,-0.4845816195011139
2023/12/29/17:12:31.593961,0,1703862751,593585985,world,2.2603423595428467,0.7023574709892273,0.8370839357376099,-0.536318838596344,-0.6806310415267944,0.1195308268070221,-0.4845781922340393
2023/12/29/17:12:31.594083,0,1703862751,593657123,world,2.260345220565796,0.7024258971214294,0.8371008038520813,-0.5363799929618835,-0.6806438565254211,0.11861997842788696,-0.4847163259983063
2023/12/29/17:12:31.594114,0,1703862751,593716046,world,2.260350465774536,0.7024416923522949,0.8371320962905884,-0.53604656457901,-0.6806483864784241,0.11880218237638474,-0.4850340187549591
2023/12/29/17:12:31.603954,0,1703862751,603634082,world,2.26035213470459,0.7024474143981934,0.8371367454528809,-0.5361807942390442,-0.6807809472084045,0.11910665035247803,-0.4846246540546417
2023/12/29/17:12:31.603989,0,1703862751,603731386,world,2.2603602409362793,0.7024558782577515,0.8371167778968811,-0.5365540981292725,-0.6805908679962158,0.11875808984041214,-0.4845641255378723
2023/12/29/17:12:31.613984,0,1703862751,613619909,world,2.2603635787963867,0.7024709582328796,0.8371408581733704,-0.5362380743026733,-0.6805591583251953,0.11872982233762741,-0.4849652647972107
2023/12/29/17:12:31.614099,0,1703862751,613739158,world,2.2603378295898438,0.7024292349815369,0.837087094783783,-0.5368127226829529,-0.680630087852478,0.11864744871854782,-0.48424965143203735
2023/12/29/17:12:31.624264,0,1703862751,623760219,world,2.260319232940674,0.7024142742156982,0.837051510810852,-0.5370807647705078,-0.6804812550544739,0.11817820370197296,-0.48427626490592957
2023/12/29/17:12:31.624487,0,1703862751,623912213,world,2.260312795639038,0.702390193939209,0.8370051980018616,-0.5375055074691772,-0.6805116534233093,0.11777915805578232,-0.4838593900203705
2023/12/29/17:12:31.624641,0,1703862751,624068060,world,2.2603323459625244,0.7024003267288208,0.8370052576065063,-0.5373026728630066,-0.6806010007858276,0.11750637739896774,-0.48402518033981323
2023/12/29/17:12:31.634073,0,1703862751,633653289,world,2.26029634475708,0.7023476362228394,0.8369681239128113,-0.5375267863273621,-0.6805044412612915,0.11739084124565125,-0.4839402735233307
2023/12/29/17:12:31.634259,0,1703862751,633718297,world,2.2603161334991455,0.7023569941520691,0.8369346857070923,-0.5379891991615295,-0.6805757880210876,0.11657685041427612,-0.48352256417274475
2023/12/29/17:12:31.644094,0,1703862751,643682069,world,2.2603507041931152,0.7023418545722961,0.8369113802909851,-0.5378293395042419,-0.6805227994918823,0.11569525301456451,-0.4839865565299988
2023/12/29/17:12:31.644155,0,1703862751,643794719,world,2.260328769683838,0.7023112773895264,0.8368379473686218,-0.5384779572486877,-0.6805105209350586,0.11506868153810501,-0.48343175649642944
2023/12/29/17:12:31.644188,0,1703862751,643919040,world,2.2603228092193604,0.7022836804389954,0.8368148803710938,-0.5385445356369019,-0.6804938316345215,0.11495433747768402,-0.483408123254776
2023/12/29/17:12:31.654423,0,1703862751,653858040,world,2.260345458984375,0.7022683024406433,0.8367816805839539,-0.5385194420814514,-0.6806336045265198,0.11459226161241531,-0.483325332403183
2023/12/29/17:12:31.654636,0,1703862751,654345148,world,2.2603468894958496,0.7022377252578735,0.8367447257041931,-0.5387710928916931,-0.6806448101997375,0.11403314769268036,-0.4831613302230835
2023/12/29/17:12:31.664097,0,1703862751,663691052,world,2.260282278060913,0.7021996378898621,0.8366900682449341,-0.5400734543800354,-0.680737316608429,0.11526250839233398,-0.48128172755241394
2023/12/29/17:12:31.664250,0,1703862751,663755642,world,2.2602450847625732,0.7021077275276184,0.8366380333900452,-0.5406567454338074,-0.6805939674377441,0.11645573377609253,-0.4805416166782379
2023/12/29/17:12:31.674119,0,1703862751,673666499,world,2.2602672576904297,0.7021148800849915,0.8366347551345825,-0.54056715965271,-0.680541455745697,0.11561830341815948,-0.48091891407966614
2023/12/29/17:12:31.674266,0,1703862751,673749467,world,2.260345220565796,0.702139675617218,0.8366613984107971,-0.5394747257232666,-0.6806082129478455,0.11375090479850769,-0.48249372839927673
2023/12/29/17:12:31.674413,0,1703862751,673872198,world,2.2603213787078857,0.7021951675415039,0.8366697430610657,-0.5405118465423584,-0.6808038353919983,0.11447539925575256,-0.4808831810951233
2023/12/29/17:12:31.684096,0,1703862751,683700915,world,2.2603611946105957,0.7021352052688599,0.8366678953170776,-0.5392014980316162,-0.6806941032409668,0.11393796652555466,-0.48263388872146606
2023/12/29/17:12:31.684184,0,1703862751,683839829,world,2.260361433029175,0.7021618485450745,0.8366897702217102,-0.5392216444015503,-0.6805022358894348,0.1139303594827652,-0.48288363218307495
2023/12/29/17:12:31.694083,0,1703862751,693677980,world,2.2603530883789062,0.7021770477294922,0.8366819620132446,-0.5392737984657288,-0.6805323958396912,0.11412936449050903,-0.48273593187332153
2023/12/29/17:12:31.694315,0,1703862751,693831542,world,2.2603650093078613,0.7022189497947693,0.8367416858673096,-0.5388873815536499,-0.680708646774292,0.11404415220022202,-0.4829390347003937
2023/12/29/17:12:31.694459,0,1703862751,694114751,world,2.260364055633545,0.7022411227226257,0.8367801904678345,-0.5388581156730652,-0.6806825399398804,0.11440643668174744,-0.4829227924346924
2023/12/29/17:12:31.704005,0,1703862751,703594626,world,2.260349988937378,0.7022407054901123,0.8368213176727295,-0.538507878780365,-0.6807513236999512,0.11553534120321274,-0.48294782638549805
2023/12/29/17:12:31.704081,0,1703862751,703665570,world,2.260390043258667,0.702307939529419,0.8368911147117615,-0.5375774502754211,-0.6806917190551758,0.11529184877872467,-0.48412519693374634
2023/12/29/17:12:31.714113,0,1703862751,713656825,world,2.260347366333008,0.7022643685340881,0.836898148059845,-0.5376474857330322,-0.6805947422981262,0.11705044656991959,-0.48376157879829407
2023/12/29/17:12:31.714190,0,1703862751,713786472,world,2.2603862285614014,0.7023566365242004,0.8369743227958679,-0.537475049495697,-0.6807955503463745,0.1168433129787445,-0.4837207794189453
2023/12/29/17:12:31.724034,0,1703862751,723648597,world,2.2603726387023926,0.7023323774337769,0.8370068669319153,-0.5369006395339966,-0.6806883215904236,0.11787817627191544,-0.4842579960823059
2023/12/29/17:12:31.724134,0,1703862751,723741076,world,2.2603325843811035,0.7023611068725586,0.8370306491851807,-0.5370007157325745,-0.6808637976646423,0.11833575367927551,-0.48378869891166687
2023/12/29/17:12:31.724189,0,1703862751,723851558,world,2.26035213470459,0.702411949634552,0.8370900750160217,-0.5366641283035278,-0.6807900667190552,0.11917023360729218,-0.4840608835220337
2023/12/29/17:12:31.734057,0,1703862751,733779691,world,2.260356903076172,0.7023912072181702,0.837086021900177,-0.5365461707115173,-0.6805936098098755,0.11961586028337479,-0.484358012676239
2023/12/29/17:12:31.734189,0,1703862751,733919116,world,2.2603681087493896,0.7024387717247009,0.8371440768241882,-0.5362065434455872,-0.6808241009712219,0.1194833293557167,-0.4844428598880768
2023/12/29/17:12:31.744035,0,1703862751,743660029,world,2.2603752613067627,0.7024787664413452,0.8371735215187073,-0.5360568165779114,-0.6806200742721558,0.11971860378980637,-0.484837144613266
2023/12/29/17:12:31.744184,0,1703862751,743751890,world,2.26125431060791,0.7084922790527344,0.8405311703681946,-0.5286262035369873,-0.6830886006355286,0.009341157041490078,-0.503842294216156
2023/12/29/17:12:31.744247,0,1703862751,743911418,world,2.262632131576538,0.7083756923675537,0.8409100770950317,-0.5296431183815002,-0.6804086565971375,0.0075312270782887936,-0.5064243674278259
2023/12/29/17:12:31.754143,0,1703862751,753727631,world,2.261215925216675,0.7085012793540955,0.8405473232269287,-0.5286996364593506,-0.6831450462341309,0.008793368004262447,-0.503698468208313
2023/12/29/17:12:31.754296,0,1703862751,753979793,world,2.2626607418060303,0.708354115486145,0.8409016728401184,-0.5303930044174194,-0.6800053119659424,0.007591529283672571,-0.5061802864074707
2023/12/29/17:12:31.763872,0,1703862751,763599476,world,2.2626490592956543,0.7084034085273743,0.8409229516983032,-0.5301046967506409,-0.6802535653114319,0.0067203775979578495,-0.5061611533164978
2023/12/29/17:12:31.764020,0,1703862751,763742294,world,2.26267671585083,0.7083555459976196,0.8408857583999634,-0.530645489692688,-0.6799226999282837,0.007666879333555698,-0.506025493144989
2023/12/29/17:12:31.773936,0,1703862751,773641128,world,2.262669563293457,0.7082909941673279,0.8408135175704956,-0.5309765338897705,-0.6797065734863281,0.008457116782665253,-0.5059558749198914
2023/12/29/17:12:31.774190,0,1703862751,773817003,world,2.262657642364502,0.7082722783088684,0.8407919406890869,-0.53135085105896,-0.6796839833259583,0.007339018397033215,-0.5056107044219971
2023/12/29/17:12:31.774346,0,1703862751,774050610,world,2.2626445293426514,0.7082433700561523,0.8407336473464966,-0.5315061807632446,-0.6796123385429382,0.007930085062980652,-0.5055347681045532
2023/12/29/17:12:31.784133,0,1703862751,783699963,world,2.2626841068267822,0.7081759572029114,0.8406793475151062,-0.5321934223175049,-0.6792485117912292,0.00824566651135683,-0.5052956938743591
2023/12/29/17:12:31.784262,0,1703862751,783762359,world,2.262685775756836,0.7081373929977417,0.8406414985656738,-0.5325590968132019,-0.6790387034416199,0.007997428998351097,-0.5051963329315186
2023/12/29/17:12:31.794177,0,1703862751,793739942,world,2.2626888751983643,0.7080733180046082,0.8405786752700806,-0.5331569910049438,-0.678678572177887,0.007737687788903713,-0.505053699016571
2023/12/29/17:12:31.794414,0,1703862751,793921744,world,2.2626609802246094,0.7080352902412415,0.840552806854248,-0.5335355997085571,-0.678703784942627,0.007116745226085186,-0.5046289563179016
2023/12/29/17:12:31.794477,0,1703862751,794208335,world,2.262728691101074,0.7079012393951416,0.8404490947723389,-0.5348029136657715,-0.6778655052185059,0.008701912127435207,-0.5043892860412598
2023/12/29/17:12:31.804129,0,1703862751,803774115,world,2.260366439819336,0.7023147940635681,0.836812436580658,-0.5385748744010925,-0.6805827617645264,0.11471259593963623,-0.4833067059516907
2023/12/29/17:12:31.804235,0,1703862751,804024747,world,2.2603697776794434,0.7022641897201538,0.8367601633071899,-0.5388131737709045,-0.6806210279464722,0.11422917246818542,-0.48310157656669617
2023/12/29/17:12:31.814268,0,1703862751,813793313,world,2.2603859901428223,0.7022603750228882,0.836747944355011,-0.5390210151672363,-0.68072509765625,0.11397173255681992,-0.4827837646007538
2023/12/29/17:12:31.814356,0,1703862751,814053529,world,2.260366678237915,0.7022164463996887,0.8366835713386536,-0.5392792224884033,-0.6809061765670776,0.11383569985628128,-0.4822719693183899
2023/12/29/17:12:31.824085,0,1703862751,823645076,world,2.2603635787963867,0.7022249102592468,0.8366701006889343,-0.5395581126213074,-0.6807568073272705,0.11332517862319946,-0.48229101300239563
2023/12/29/17:12:31.824162,0,1703862751,823729142,world,2.2602930068969727,0.7021865844726562,0.8366290926933289,-0.5406683087348938,-0.6806707382202148,0.11483610421419144,-0.48080965876579285
2023/12/29/17:12:31.824219,0,1703862751,823803276,world,2.260343074798584,0.7021594643592834,0.8366141319274902,-0.5397973656654358,-0.6805338859558105,0.11390138417482376,-0.4822022616863251
2023/12/29/17:12:31.834249,0,1703862751,833762487,world,2.260350465774536,0.7021779417991638,0.8366431593894958,-0.5394655466079712,-0.6805645823478699,0.11426668614149094,-0.48244377970695496
2023/12/29/17:12:31.834306,0,1703862751,833940323,world,2.2602922916412354,0.7021539211273193,0.8365877270698547,-0.5409711599349976,-0.680575966835022,0.11528664082288742,-0.48049524426460266
2023/12/29/17:12:31.844074,0,1703862751,843659571,world,2.260371446609497,0.7022051811218262,0.8366844654083252,-0.5391412973403931,-0.6806984543800354,0.11342455446720123,-0.48281586170196533
2023/12/29/17:12:31.844187,0,1703862751,843745321,world,2.2602953910827637,0.7022197842597961,0.8366727232933044,-0.540353000164032,-0.6806963086128235,0.11537063121795654,-0.4809999167919159
2023/12/29/17:12:31.844283,0,1703862751,843813578,world,2.260282039642334,0.7021726369857788,0.8366708159446716,-0.5404697060585022,-0.6804300546646118,0.11631736904382706,-0.4810173809528351
2023/12/29/17:12:31.853904,0,1703862751,853629304,world,2.2603766918182373,0.7022501230239868,0.8367788791656494,-0.5387690663337708,-0.68076092004776,0.1143820583820343,-0.48291733860969543
2023/12/29/17:12:31.854028,0,1703862751,853738138,world,2.260355234146118,0.702218770980835,0.8367719650268555,-0.5388627052307129,-0.6805964112281799,0.11624307930469513,-0.4826003611087799
2023/12/29/17:12:31.863823,0,1703862751,863553702,world,2.260371208190918,0.7022675275802612,0.8368526101112366,-0.5379984378814697,-0.6806653738021851,0.11685870587825775,-0.4833180606365204
2023/12/29/17:12:31.863872,0,1703862751,863647717,world,2.2603912353515625,0.7023619413375854,0.8369236588478088,-0.5377483367919922,-0.6807754635810852,0.11618894338607788,-0.4836028218269348
2023/12/29/17:12:31.873935,0,1703862751,873645425,world,2.2603657245635986,0.7023121118545532,0.8369223475456238,-0.5377550721168518,-0.6804534792900085,0.11769023537635803,-0.48368537425994873
2023/12/29/17:12:31.874039,0,1703862751,873752795,world,2.260368585586548,0.7023223638534546,0.8369752764701843,-0.5371848344802856,-0.6805964112281799,0.11846539378166199,-0.48392876982688904
2023/12/29/17:12:31.874082,0,1703862751,873861382,world,2.260390281677246,0.7024151682853699,0.8370473384857178,-0.5369899272918701,-0.6808542013168335,0.11833754181861877,-0.4838135838508606
2023/12/29/17:12:31.883776,0,1703862751,883534698,world,2.2603509426116943,0.7023705244064331,0.8370293378829956,-0.5372322201728821,-0.6805227994918823,0.11967270821332932,-0.4836825728416443
2023/12/29/17:12:31.883865,0,1703862751,883581587,world,2.260387897491455,0.7023876905441284,0.8370850682258606,-0.5364853739738464,-0.6805886030197144,0.11957745254039764,-0.4844418168067932
2023/12/29/17:12:31.893857,0,1703862751,893587846,world,2.2603814601898193,0.7024282813072205,0.8370916247367859,-0.5367152094841003,-0.680586040019989,0.11985950917005539,-0.48412102460861206
2023/12/29/17:12:31.893975,0,1703862751,893628167,world,2.260380506515503,0.7024609446525574,0.8371233940124512,-0.5367588400840759,-0.6807795763015747,0.1196892186999321,-0.4838426411151886
2023/12/29/17:12:31.894085,0,1703862751,893722920,world,2.261240243911743,0.7084572315216064,0.8405036926269531,-0.5291011929512024,-0.6829029321670532,0.008915076032280922,-0.5036031603813171
2023/12/29/17:12:31.903843,0,1703862751,903619477,world,2.2626750469207764,0.7082788348197937,0.840840756893158,-0.5309959053993225,-0.6797497272491455,0.007762444205582142,-0.5058887004852295
2023/12/29/17:12:31.903934,0,1703862751,903675122,world,2.2626829147338867,0.7083063721656799,0.840856671333313,-0.5308026671409607,-0.6798189878463745,0.00782532524317503,-0.5059975385665894
2023/12/29/17:12:31.913813,0,1703862751,913573312,world,2.2626731395721436,0.7083460688591003,0.840854823589325,-0.5304291248321533,-0.6801472902297974,0.007183906622231007,-0.5059575438499451
2023/12/29/17:12:31.913896,0,1703862751,913616555,world,2.2626776695251465,0.7082812190055847,0.8407951593399048,-0.5311000943183899,-0.679660975933075,0.008276531472802162,-0.5058903694152832
2023/12/29/17:12:31.924007,0,1703862751,923660177,world,2.2626826763153076,0.7082660794258118,0.8407741785049438,-0.5312390923500061,-0.6797584891319275,0.007759382016956806,-0.5056217908859253
2023/12/29/17:12:31.924085,0,1703862751,923798756,world,2.2626779079437256,0.7082304358482361,0.8407338261604309,-0.5315296649932861,-0.6795898675918579,0.007770939264446497,-0.5055428743362427
2023/12/29/17:12:31.924133,0,1703862751,923980166,world,2.2626729011535645,0.7082181572914124,0.8407160043716431,-0.5316165089607239,-0.6795651912689209,0.007543318439275026,-0.5054881572723389
2023/12/29/17:12:31.933892,0,1703862751,933634954,world,2.262702465057373,0.7081800103187561,0.8407018780708313,-0.5319517254829407,-0.6793256998062134,0.00800882838666439,-0.5054502487182617
2023/12/29/17:12:31.933986,0,1703862751,933681422,world,2.262702703475952,0.7081105709075928,0.8406628370285034,-0.532517671585083,-0.6790331602096558,0.008411930873990059,-0.505240797996521
2023/12/29/17:12:31.943830,0,1703862751,943538886,world,2.262718915939331,0.7080581188201904,0.8406075239181519,-0.5332362651824951,-0.6788026094436646,0.00847409013658762,-0.5047913789749146
2023/12/29/17:12:31.943933,0,1703862751,943592031,world,2.262702703475952,0.708045482635498,0.8406027555465698,-0.5329824686050415,-0.6788646578788757,0.008129366673529148,-0.5049815773963928
2023/12/29/17:12:31.944015,0,1703862751,943688937,world,2.2627151012420654,0.7080003619194031,0.8405696153640747,-0.5334357023239136,-0.6786197423934937,0.00846094824373722,-0.5048267245292664
2023/12/29/17:12:31.953801,0,1703862751,953523218,world,2.262749195098877,0.7079634666442871,0.8405353426933289,-0.5341343879699707,-0.6781272292137146,0.00857359915971756,-0.5047478675842285
2023/12/29/17:12:31.953851,0,1703862751,953562183,world,2.2603793144226074,0.7022722959518433,0.8368449807167053,-0.5380839109420776,-0.680637001991272,0.11689309030771255,-0.48325473070144653
2023/12/29/17:12:31.963764,0,1703862751,963538630,world,2.2603847980499268,0.7023066282272339,0.836851954460144,-0.538395345211029,-0.6806833744049072,0.11570011079311371,-0.4831295609474182
2023/12/29/17:12:31.963865,0,1703862751,963578378,world,2.2603800296783447,0.7022940516471863,0.8368126153945923,-0.5385054349899292,-0.6806899309158325,0.11506200581789017,-0.48315006494522095
2023/12/29/17:12:31.973842,0,1703862751,973596601,world,2.260643243789673,0.7025849223136902,0.8369300365447998,-0.5412833094596863,-0.678910493850708,0.11153649538755417,-0.4833761751651764
2023/12/29/17:12:31.973956,0,1703862751,973722315,world,2.2603626251220703,0.7022168636322021,0.836788535118103,-0.5385351777076721,-0.6805410385131836,0.11578548699617386,-0.48315373063087463
2023/12/29/17:12:31.974048,0,1703862751,973846752,world,2.2603707313537598,0.7022314667701721,0.8367885947227478,-0.5385642051696777,-0.6806356906890869,0.11580462008714676,-0.4829833507537842
2023/12/29/17:12:31.983770,0,1703862751,983569563,world,2.260364532470703,0.702211320400238,0.8367797136306763,-0.5388570427894592,-0.6804885864257812,0.11542525887489319,-0.48295485973358154
